"Country or Area","Year","Value","Value Footnotes"
"Ghana","1991","26.2","101"
"Ghana","1988","21.5","102"
"Ghana","1987","22","103"
"Greece","2020","0.5","18"
"Greece","2019","0.4","18"
"Greece","2018","0.1","18"
"Greece","2017","0.4","18"
"Greece","2016","0.6","18"
"Greece","2015","0.8","18"
"Greece","2014","0.8","18"
"Greece","2013","0.3","18"
"Greece","2012","0.6","18"
"Greece","2011","0.9","18"
"Greece","2010","0.7","18"
"Greece","2009","0.5","18"
"Greece","2008","0.3","18"
"Greece","2007","0.4","18"
"Greece","2006","0.3","18"
"Greece","2005","0.2","18"
"Greece","2004","0.5","18"
"Greece","2003","0.4","18"
"Greece","2000","0.4","19"
"Greece","1995","1.1","19"
"Guatemala","2014","2.7","104"
"Guatemala","2006","3.9","104"
"Guatemala","2000","3.5","104"
"Guatemala","1998","5.3","105"
"Guatemala","1989","18.1","106"
"Guatemala","1986","24.2","106"
"Guinea","2018","3.1","107"
"Guinea","2012","6.6","108"
"Guinea","2007","16.5","108"
"Guinea","2002","20.7","109"
"Guinea","1994","14.6","110"
"Guinea","1991","56.6","111"
"Guinea-Bissau","2018","4.7","30"
"Guinea-Bissau","2010","30.3","112"
"Guinea-Bissau","2002","18.4","113"
"Guinea-Bissau","1993","14.6","114"
"Guinea-Bissau","1991","22.5","115"
"Guyana","1998","5.9","116"
"Guyana","1992","10.7","117"
"Haiti","2012","10.1","118"
"High income","2020","0.2",""
"High income","2019","0.4",""
"High income","2018","0.4",""
"High income","2017","0.5",""
"High income","2016","0.4",""
"High income","2015","0.5",""
"High income","2014","0.5",""
"High income","2013","0.4",""
"High income","2012","0.4",""
"High income","2011","0.4",""
"High income","2010","0.4",""
"High income","2009","0.3",""
"High income","2008","0.4",""
"High income","2007","0.3",""
"High income","2006","0.4",""
"High income","2005","0.4",""
"High income","2004","0.4",""
"High income","2003","0.4",""
"High income","2002","0.4",""
"High income","2001","0.4",""
"High income","2000","0.4",""
"High income","1999","0.4",""
"High income","1998","0.4",""
"High income","1997","0.4",""
"High income","1996","0.4",""
"High income","1995","0.4",""
"High income","1994","0.5",""
"High income","1993","0.4",""
"High income","1992","0.4",""
"High income","1991","0.4",""
"High income","1990","0.3",""
"High income","1989","0.3",""
"High income","1988","0.3",""
"High income","1987","0.4",""
"High income","1986","0.4",""
"High income","1985","0.4",""
"High income","1984","0.4",""
"High income","1983","0.4",""
"High income","1982","0.4",""
"Honduras","2019","4.3","119"
"Honduras","2018","5.1","119"
"Honduras","2017","5","119"
"Honduras","2016","5.5","119"
"Honduras","2015","4.3","119"
"Honduras","2014","4.3","119"
"Honduras","2013","5.2","119"
"Honduras","2012","6.8","119"
"Honduras","2011","5.5","119"
"Honduras","2010","4.7","119"
"Honduras","2009","4.2","119"
"Honduras","2008","6","119"
"Honduras","2007","5.9","119"
"Honduras","2006","9.9","119"
"Honduras","2005","12.2","119"
"Honduras","2004","11.2","119"
"Honduras","2003","11.7","119"
"Honduras","2002","9.3","119"
"Honduras","2001","8.2","119"
"Honduras","1999","12.1","119"
"Honduras","1998","12.3","119"
"Honduras","1997","7","119"
"Honduras","1996","12.3","119"
"Honduras","1995","10.1","119"
"Honduras","1994","9.7","119"
"Honduras","1993","8","119"
"Honduras","1992","9.7","119"
"Honduras","1991","12.2","119"
"Honduras","1990","19.3","120"
"Honduras","1989","17.7","120"
"Hungary","2020","0.3","18"
"Hungary","2019","0.1","18"
"Hungary","2018","0.1","18"
"Hungary","2017","0.4","18"
"Hungary","2016","0.8","18"
"Hungary","2015","0.3","18"
"Hungary","2014","0.5","18"
"Hungary","2013","0","18"
"Hungary","2012","0.2","18"
"Hungary","2011","0","18"
"Hungary","2010","0","18"
"Hungary","2009","0","18"
"Hungary","2008","0","18"
"Hungary","2007","0","18"
"Hungary","2006","0.1","18"
"Hungary","2005","0.4","18"
"Hungary","2004","0.1","18"
"Iceland","2017","0","18"
"Iceland","2016","0","18"
"Iceland","2015","0","18"
"Iceland","2014","0","18"
"Iceland","2013","0","18"
"Iceland","2012","0","18"
"Iceland","2011","0.1","18"
"Iceland","2010","0.1","18"
"Iceland","2009","0.1","18"
"Iceland","2008","0","18"
"Iceland","2007","0","18"
"Iceland","2006","0.1","18"
"Iceland","2005","0","18"
"Iceland","2004","0.1","18"
"Iceland","2003","0","18"
"IDA total","2019","9.3",""
"IDA total","2018","9.6",""
"IDA total","2017","9.6",""
"IDA total","2016","9.6",""
"IDA total","2015","9.6",""
"IDA total","2014","9.5",""
"IDA total","2013","9.9",""
"IDA total","2012","10.3",""
"IDA total","2011","10.9",""
"IDA total","2010","11.4",""
"IDA total","2009","12.3",""
"IDA total","2008","12.6",""
"IDA total","2007","13.5",""
"IDA total","2006","14.3",""
"IDA total","2005","15.3",""
"IDA total","2004","16.3",""
"IDA total","2003","17.9",""
"IDA total","2002","18.9",""
"IDA total","2001","19.6",""
"IDA total","2000","20.5",""
"IDA total","1999","20.6",""
"IDA total","1998","20.8",""
"IDA total","1997","20.9",""
"IDA total","1996","21.4",""
"IDA total","1995","22",""
"IDA total","1994","23.1",""
"IDA total","1993","23",""
"IDA total","1992","23",""
"IDA total","1991","23.6",""
"IDA total","1990","23.3",""
"IDA total","1989","22.8",""
"India","2021","2.2","121"
"India","2020","2.9","121"
"India","2019","2.5","121"
"India","2018","2.2","121"
"India","2017","2.5","121"
"India","2016","3.6","121"
"India","2015","3.7","121"
"India","2011","4.6","122"
"India","2009","7.5","122"
"India","2004","9.8","122"
"India","1993","12.8","122"
"India","1987","14.5","123"
"India","1983","17.8","124"
"India","1977","21.8","124"
"Indonesia","2022","0.3","125"
"Indonesia","2021","0.5","125"
"Indonesia","2020","0.5","125"
"Indonesia","2019","0.6","125"
"Indonesia","2018","0.8","125"
"Indonesia","2017","1","125"
"Indonesia","2016","1.2","125"
"Indonesia","2015","1.4","125"
"Indonesia","2014","1.5","125"
"Indonesia","2013","1.8","125"
"Indonesia","2012","2.3","125"
"Indonesia","2011","2.9","125"
"Indonesia","2010","3.5","125"
"Indonesia","2009","4.3","125"
"Indonesia","2008","5.3","125"
"Indonesia","2007","5.7","125"
"Indonesia","2006","7.5","125"
"Indonesia","2005","5.3","125"
"Indonesia","2004","6.3","125"
"Indonesia","2003","5.4","125"
"Indonesia","2002","5.3","125"
"Indonesia","2001","9.2","125"
"Indonesia","2000","10.7","125"
"Indonesia","1999","11.8","125"
"Indonesia","1998","24.6","125"
"Indonesia","1996","15.1","125"
"Indonesia","1993","20.2","125"
"Indonesia","1990","20.5","126"
"Indonesia","1987","28.5","126"
"Indonesia","1984","30.3","126"
"Iran","2019","0.2","127"
"Iran","2018","0.2","127"
"Iran","2017","0.1","127"
"Iran","2016","0.1","127"
"Iran","2015","0.1","127"
"Iran","2014","0.1","127"
"Iran","2013","0.1","127"
"Iran","2009","0.4","127"
"Iran","2006","0.2","127"
"Iran","2005","0.2","127"
"Iran","1998","0.8","128"
"Iran","1994","0.9","128"
"Iran","1990","2.2","128"
"Iran","1986","2.3","128"
"Iraq","2012","0","129"
"Iraq","2006","0","129"
"Ireland","2020","0.1","18"
"Ireland","2019","0","18"
"Ireland","2018","0","18"
"Ireland","2017","0.2","18"
"Ireland","2016","0.1","18"
"Ireland","2015","0.3","18"
"Ireland","2014","0.3","18"
"Ireland","2013","0.5","18"
"Ireland","2012","0.1","18"
"Ireland","2011","0.4","18"
"Ireland","2010","0.4","18"
"Ireland","2009","0.4","18"
"Ireland","2008","0.1","18"
"Ireland","2007","0.1","18"
"Ireland","2006","0.1","18"
"Ireland","2005","0","18"
"Ireland","2004","0","18"
"Ireland","2003","0.1","18"
"Ireland","2002","0.1","130"
"Ireland","2000","0","131"
"Ireland","1996","0.1","131"
"Ireland","1995","0.1","131"
"Ireland","1994","0.1","131"
"Ireland","1987","0.3","132"
"Israel","2018","0.2","133"
"Israel","2017","0.2","133"
"Israel","2016","0.1","133"
"Israel","2015","0.2","133"
"Israel","2014","0.2","133"
"Israel","2013","0.2","133"
"Israel","2012","0.3","133"
"Israel","2011","0.2","133"
"Israel","2010","0.1","133"
"Israel","2009","0.2","133"
"Israel","2008","0.2","133"
"Israel","2007","0.2","133"
"Israel","2006","0.1","133"
"Israel","2005","0.4","133"
"Israel","2004","0.3","133"
"Israel","2003","0.2","133"
"Israel","2002","0.3","133"
"Israel","2001","0","133"
"Israel","1997","0.2","133"
"Israel","1992","0","133"
"Israel","1986","0.1","133"
"Israel","1979","0","133"
"Italy","2020","0.7","18"
"Italy","2019","0.8","18"
"Italy","2018","1","18"
"Italy","2017","1.1","18"
"Italy","2016","1.2","18"
"Italy","2015","1.4","18"
"Italy","2014","0.9","18"
"Italy","2013","1.1","18"
"Italy","2012","0.8","18"
"Italy","2011","0.9","18"
"Italy","2010","0.9","18"
"Italy","2009","0.6","18"
"Italy","2008","0.5","18"
"Italy","2007","0.5","18"
"Italy","2006","0.5","18"
"Italy","2005","0.5","18"
"Italy","2004","0.5","18"
"Italy","2003","0.5","18"
"Italy","2000","1.1","134"
"Italy","1998","1.4","134"
"Italy","1995","0.5","134"
"Italy","1993","0.8","134"
"Italy","1991","0.2","134"
"Italy","1989","0","134"
"Italy","1987","1","134"
"Italy","1986","0.1","134"
"Jamaica","2004","0.3","21"
"Jamaica","2002","0.5","21"
"Jamaica","1999","0.5","21"
"Jamaica","1996","0.6","21"
"Jamaica","1993","1.9","135"
"Jamaica","1990","0.6","21"
"Jamaica","1988","1.3","135"
"Japan","2013","0.2","136"
"Japan","2010","0","136"
"Japan","2008","0.2","136"
"Jordan","2010","0","127"
"Jordan","2008","0","127"
"Jordan","2006","0","127"
"Jordan","2002","0","127"
"Jordan","1997","0.1","137"
"Jordan","1992","0.1","137"
"Jordan","1986","0","137"
"Kazakhstan","2018","0","1"
"Kazakhstan","2017","0","1"
"Kazakhstan","2016","0","1"
"Kazakhstan","2015","0","1"
"Kazakhstan","2014","0","1"
"Kazakhstan","2013","0","1"
"Kazakhstan","2012","0","1"
"Kazakhstan","2011","0","1"
"Kazakhstan","2010","0","1"
"Kazakhstan","2009","0","1"
"Kazakhstan","2008","0","1"
"Kazakhstan","2007","0.1","1"
"Kazakhstan","2006","0.2","1"
"Kazakhstan","2005","2.1","1"
"Kazakhstan","2004","0.6","1"
"Kazakhstan","2003","1.3","1"
"Kazakhstan","2002","1.9","1"
"Kazakhstan","2001","3.3","1"
"Kazakhstan","1996","2.2","2"
"Kenya","2021","9.7","138"
"Kenya","2020","9.7","138"
"Kenya","2015","8.6","139"
"Kenya","2005","12.9","139"
"Kenya","1997","7.2","140"
"Kenya","1994","8.9","141"
"Kenya","1992","9.4","142"
"Kiribati","2019","0.3","143"
"Kiribati","2006","3.7","143"
"Korea","2016","0.1","144"
"Korea","2014","0.1","144"
"Korea","2012","0.1","144"
"Korea","2010","0.2","144"
"Korea","2008","0.2","144"
"Korea","2006","0.2","144"
"Kosovo","2017","0.2","1"
"Kosovo","2016","0.2","1"
"Kosovo","2015","0.1","1"
"Kosovo","2014","0.2","1"
"Kosovo","2013","0.1","1"
"Kosovo","2012","0.1","1"
"Kosovo","2011","0.3","1"
"Kosovo","2010","0.5","1"
"Kosovo","2009","0.6","1"
"Kosovo","2006","0.6","1"
"Kosovo","2005","0.9","1"
"Kosovo","2003","0.3","1"
"Kyrgyz Republic","2020","0.2","145"
"Kyrgyz Republic","2019","0.2","145"
"Kyrgyz Republic","2018","0.1","145"
"Kyrgyz Republic","2017","0.2","145"
"Kyrgyz Republic","2016","0.2","145"
"Kyrgyz Republic","2015","0.4","145"
"Kyrgyz Republic","2014","0.2","145"
"Kyrgyz Republic","2013","0.4","145"
"Kyrgyz Republic","2012","0.7","145"
"Kyrgyz Republic","2011","0.2","145"
"Kyrgyz Republic","2010","1","145"
"Kyrgyz Republic","2009","0.3","145"
"Kyrgyz Republic","2008","0.6","145"
"Kyrgyz Republic","2007","1.7","145"
"Kyrgyz Republic","2006","1.5","145"
"Kyrgyz Republic","2005","2.6","145"
"Kyrgyz Republic","2004","2.4","145"
"Kyrgyz Republic","2003","5.3","1"
"Kyrgyz Republic","2002","7.7","1"
"Kyrgyz Republic","2001","8.2","1"
"Kyrgyz Republic","2000","10.1","1"
"Lao PDR","2018","1.2","146"
"Lao PDR","2012","2.1","146"
"Lao PDR","2007","4.3","146"
"Lao PDR","2002","5.4","146"
"Lao PDR","1997","11.9","146"
"Lao PDR","1992","5","146"
"Latin America & Caribbean","2021","1.6","82"
"Latin America & Caribbean","2020","1.4","82"
"Latin America & Caribbean","2019","1.5","82"
"Latin America & Caribbean","2018","1.5","82"
"Latin America & Caribbean","2017","1.5","82"
"Latin America & Caribbean","2016","1.5","82"
"Latin America & Caribbean","2015","1.4","82"
"Latin America & Caribbean","2014","1.5","82"
"Latin America & Caribbean","2013","1.6","82"
"Latin America & Caribbean","2012","1.9","82"
"Latin America & Caribbean","2011","2.4","82"
"Latin America & Caribbean","2010","2.6","82"
"Latin America & Caribbean","2009","2.8","82"
"Latin America & Caribbean","2008","3","82"
"Latin America & Caribbean","2007","3.3","82"
"Latin America & Caribbean","2006","3.4","82"
"Latin America & Caribbean","2005","4.2","82"
"Latin America & Caribbean","2004","4.3","82"
"Latin America & Caribbean","2003","4.9","82"
"Latin America & Caribbean","2002","5","82"
"Latin America & Caribbean","2001","5.6","82"
"Latin America & Caribbean","2000","5.9","82"
"Latin America & Caribbean","1999","6.4","82"
"Latin America & Caribbean","1998","6.3","82"
"Latin America & Caribbean","1997","6.7","82"
"Latin America & Caribbean","1996","7.2","82"
"Latin America & Caribbean","1995","6.2","82"
"Latin America & Caribbean","1994","6.3","82"
"Latin America & Caribbean","1993","6.8","82"
"Latin America & Caribbean","1992","6.9","82"
"Latin America & Caribbean","1991","7","82"
"Latin America & Caribbean","1990","7.2","82"
"Latin America & Caribbean","1989","6.9","82"
"Latin America & Caribbean","1988","7","82"
"Latin America & Caribbean","1987","6.3","82"
"Latin America & Caribbean","1986","5","82"
"Latin America & Caribbean","1985","6.9","82"
"Latin America & Caribbean","1984","7.4","82"
"Latin America & Caribbean","1983","7.7","82"
"Latin America & Caribbean","1982","6.4","82"
"Latin America & Caribbean","1981","6.1","82"
"Latvia","2020","0.2","18"
"Latvia","2019","0.2","18"
"Latvia","2018","0.2","18"
"Latvia","2017","0.3","18"
"Latvia","2016","0.3","18"
"Latvia","2015","0.4","18"
"Latvia","2014","0.4","18"
"Latvia","2013","0.6","18"
"Latvia","2012","0.5","18"
"Latvia","2011","0.5","18"
"Latvia","2010","0.8","18"
"Latvia","2009","1","18"
"Latvia","2008","0.6","18"
"Latvia","2007","0.4","18"
"Latvia","2006","0.8","18"
"Latvia","2005","1.2","18"
"Latvia","2004","1.3","18"
"Lebanon","2011","0","1"
"Lesotho","2017","11.6","147"
"Lesotho","2002","36","1"
"Lesotho","1994","31.2","148"
"Lesotho","1986","27.3","149"
"Liberia","2016","7.5","22"
"Liberia","2014","6.4","22"
"Liberia","2007","19.6","150"
"Lithuania","2020","0.1","18"
"Lithuania","2019","0.4","18"
"Lithuania","2018","0.5","18"
"Lithuania","2017","0.8","18"
"Lithuania","2016","0.7","18"
"Lithuania","2015","0.5","18"
"Lithuania","2014","0.7","18"
"Lithuania","2013","0.5","18"
"Lithuania","2012","0.7","18"
"Lithuania","2011","0.5","18"
"Lithuania","2010","1","18"
"Lithuania","2009","1.2","18"
"Lithuania","2008","0.9","18"
"Lithuania","2007","0.8","18"
"Lithuania","2006","0.7","18"
"Lithuania","2005","0.9","18"
"Lithuania","2004","1.3","18"
"Low & middle income","2020","1.3",""
"Low & middle income","2019","3.2",""
"Low & middle income","2018","3.3",""
"Low & middle income","2017","3.4",""
"Low & middle income","2016","3.6",""
"Low & middle income","2015","3.6",""
"Low & middle income","2014","3.7",""
"Low & middle income","2013","3.8",""
"Low & middle income","2012","4.3",""
"Low & middle income","2011","4.8",""
"Low & middle income","2010","5.5",""
"Low & middle income","2009","6.2",""
"Low & middle income","2008","6.6",""
"Low & middle income","2007","7",""
"Low & middle income","2006","7.5",""
"Low & middle income","2005","7.9",""
"Low & middle income","2004","8.9",""
"Low & middle income","2003","9.8",""
"Low & middle income","2002","10.6",""
"Low & middle income","2001","11.3",""
"Low & middle income","2000","11.9",""
"Low & middle income","1999","12.4",""
"Low & middle income","1998","13.1",""
"Low & middle income","1997","12.9",""
"Low & middle income","1996","13",""
"Low & middle income","1995","13.8",""
"Low & middle income","1994","14.8",""
"Low & middle income","1993","15.9",""
"Low & middle income","1992","16.4",""
"Low & middle income","1991","17",""
"Low & middle income","1990","17.3",""
"Low & middle income","1989","17.8",""
"Low & middle income","1988","15.8",""
"Low & middle income","1987","17.1",""
"Low & middle income","1986","17.8",""
"Low & middle income","1985","18.8",""
"Low & middle income","1984","20",""
"Low & middle income","1983","22",""
"Low & middle income","1982","23.4",""
"Low & middle income","1981","24.4",""
"Low income","2018","17.8",""
"Low income","2017","17.4",""
"Low income","2016","17",""
"Low income","2015","17",""
"Low income","2014","16.4",""
"Low income","2013","16.9",""
"Low income","2012","17.5",""
"Low income","2011","18.3",""
"Low income","2010","19.1",""
"Low income","2009","20.4",""
"Low income","2008","20.1",""
"Low income","2007","21.5",""
"Low income","2006","22.5",""
"Low income","2005","23.5",""
"Low income","2004","24.7",""
"Low income","2003","26.7",""
"Low income","2002","27.9",""
"Low income","2001","27.8",""
"Low income","2000","28.5",""
"Low income","1999","28.5",""
"Low income","1998","29.3",""
"Low income","1997","30",""
"Low income","1996","30.5",""
"Low income","1995","31.6",""
"Lower middle income","2021","2",""
"Lower middle income","2020","2.4",""
"Lower middle income","2019","3.1",""
"Lower middle income","2018","3.1",""
"Lower middle income","2017","3.4",""
"Lower middle income","2016","3.9",""
"Lower middle income","2015","4",""
"Lower middle income","2014","4.1",""
"Lower middle income","2013","4.4",""
"Lower middle income","2012","4.6",""
"Lower middle income","2011","5.1",""
"Lower middle income","2010","5.9",""
"Lower middle income","2009","6.7",""
"Lower middle income","2008","7.1",""
"Lower middle income","2007","7.6",""
"Lower middle income","2006","8.2",""
"Lower middle income","2005","8.7",""
"Lower middle income","2004","9.3",""
"Lower middle income","2003","10",""
"Lower middle income","2002","10.5",""
"Lower middle income","1996","12",""
"Lower middle income","1995","12.5",""
"Lower middle income","1994","13",""
"Lower middle income","1993","13.3",""
"Lower middle income","1992","13.6",""
"Lower middle income","1991","14.2",""
"Lower middle income","1990","14.4",""
"Lower middle income","1989","14.6",""
"Lower middle income","1988","14.7",""
"Lower middle income","1987","15.1",""
"Lower middle income","1986","15.3",""
"Lower middle income","1985","15.5",""
"Lower middle income","1984","16.1",""
"Lower middle income","1983","16.7",""
"Lower middle income","1982","17.2",""
"Lower middle income","1981","17.4",""
"Luxembourg","2020","0","18"
"Luxembourg","2019","0.1","18"
"Luxembourg","2018","0.1","18"
"Luxembourg","2017","0.2","18"
"Luxembourg","2016","0.1","18"
"Luxembourg","2015","0.2","18"
"Luxembourg","2014","0.1","18"
"Luxembourg","2013","0.1","18"
"Luxembourg","2012","0","18"
"Luxembourg","2011","0.1","18"
"Luxembourg","2010","0","18"
"Luxembourg","2009","0","18"
"Luxembourg","2008","0","18"
"Luxembourg","2007","0","18"
"Luxembourg","2006","0","18"
"Luxembourg","2005","0","18"
"Luxembourg","2004","0","18"
"Luxembourg","2003","0","18"
"Luxembourg","2002","0","151"
"Luxembourg","2001","0","152"
"Luxembourg","2000","0","152"
"Luxembourg","1999","0","152"
"Luxembourg","1998","0","152"
"Luxembourg","1997","0","152"
"Luxembourg","1996","0","152"
"Luxembourg","1995","0","152"
"Luxembourg","1994","0","152"
"Luxembourg","1993","0","153"
"Luxembourg","1992","0","153"
"Luxembourg","1991","0","153"
"Luxembourg","1990","0","153"
"Luxembourg","1989","0","153"
"Luxembourg","1988","0","153"
"Luxembourg","1987","0","153"
"Luxembourg","1986","0","153"
"Luxembourg","1985","0","153"
"Madagascar","2012","42.6","154"
"Madagascar","2010","40.3","155"
"Madagascar","2005","32.9","155"
"Madagascar","2001","36.1","155"
"Madagascar","1999","29.7","155"
"Madagascar","1997","30.8","155"
"Madagascar","1993","33.1","155"
"Madagascar","1980","19.5","156"
"Malawi","2019","29.3","157"
"Malawi","2016","26","158"
"Malawi","2010","30.7","159"
"Malawi","2004","27.9","160"
"Malawi","1997","21.4","161"
"Malaysia","2018","0","162"
"Malaysia","2015","0","163"
"Malaysia","2013","0","163"
"Malaysia","2011","0","163"
"Malaysia","2008","0.1","163"
"Malaysia","2006","0.2","163"
"Malaysia","2003","0.3","163"
"Malaysia","1997","0.1","164"
"Malaysia","1995","0.3","164"
"Malaysia","1992","0.2","164"
"Malaysia","1989","0.3","164"
"Malaysia","1987","0.4","164"
"Malaysia","1984","0.7","164"
"Maldives","2019","0","22"
"Maldives","2016","0","22"
"Maldives","2009","0.8","22"
"Maldives","2002","1.5","22"
"Mali","2018","3","30"
"Mali","2009","14.7","165"
"Mali","2006","17.1","165"
"Mali","2001","22.4","166"
"Mali","1994","51.4","167"
"Malta","2020","0.1","18"
"Malta","2019","0.1","18"
"Malta","2018","0.1","18"
"Malta","2017","0.1","18"
"Malta","2016","0.1","18"
"Malta","2015","0.1","18"
"Malta","2014","0","18"
"Malta","2013","0","18"
"Malta","2012","0","18"
"Malta","2011","0.1","18"
"Malta","2010","0.1","18"
"Malta","2009","0.2","18"
"Malta","2008","0.1","18"
"Malta","2007","0.2","18"
"Malta","2006","0.2","18"
"Marshall Islands","2019","0.2","22"
"Mauritania","2014","1.6","168"
"Mauritania","2008","3","168"
"Mauritania","2004","4.7","168"
"Mauritania","2000","6","168"
"Mauritania","1995","6.6","168"
"Mauritania","1993","14.5","169"
"Mauritania","1987","18","170"
"Mauritius","2017","0","1"
"Mauritius","2012","0.1","1"
"Mauritius","2006","0.1","1"
"Mexico","2020","1","171"
"Mexico","2018","0.7","171"
"Mexico","2016","0.9","171"
"Mexico","2014","1.1","172"
"Mexico","2012","1.2","172"
"Mexico","2010","1.6","172"
"Mexico","2008","1.7","172"
"Mexico","2006","1.2","172"
"Mexico","2005","2.1","172"
"Mexico","2004","2","172"
"Mexico","2002","2","172"
"Mexico","2000","2.8","172"
"Mexico","1998","4.3","172"
"Mexico","1996","7.2","172"
"Mexico","1994","2.3","172"
"Mexico","1992","2","172"
"Mexico","1989","3.3","172"
"Micronesia","2013","5.9","22"
"Micronesia","2005","1.9","22"
"Middle East & North Africa","2018","3.7","82"
"Middle East & North Africa","2017","2.6","82"
"Middle East & North Africa","2016","1.8","82"
"Middle East & North Africa","2015","1.5","82"
"Middle East & North Africa","2014","0.6","82"
"Middle East & North Africa","2013","0.5","82"
"Middle East & North Africa","2012","0.5","82"
"Middle East & North Africa","2011","0.5","82"
"Middle East & North Africa","2010","0.4","82"
"Middle East & North Africa","2009","0.5","82"
"Middle East & North Africa","2008","0.5","82"
"Middle East & North Africa","2007","0.5","82"
"Middle East & North Africa","2006","0.5","82"
"Middle East & North Africa","2005","0.5","82"
"Middle East & North Africa","2004","0.5","82"
"Middle East & North Africa","2003","0.6","82"
"Middle East & North Africa","2001","0.7","82"
"Middle East & North Africa","2000","0.7","82"
"Middle East & North Africa","1999","0.8","82"
"Middle East & North Africa","1998","0.8","82"
"Middle East & North Africa","1997","0.9","82"
"Middle East & North Africa","1996","0.9","82"
"Middle East & North Africa","1995","1","82"
"Middle East & North Africa","1994","0.9","82"
"Middle East & North Africa","1993","1","82"
"Middle East & North Africa","1992","1.1","82"
"Middle East & North Africa","1991","1.3","82"
"Middle East & North Africa","1990","1.3","82"
"Middle East & North Africa","1989","1.5","82"
"Middle East & North Africa","1988","1.6","82"
"Middle East & North Africa","1987","1.6","82"
"Middle East & North Africa","1986","1.5","82"
"Middle East & North Africa","1985","1.4","82"
"Moldova","2021","0","1"
"Moldova","2019","0","1"
"Moldova","2018","0","1"
"Moldova","2017","0","1"
"Moldova","2016","0","1"
"Moldova","2015","0","1"
"Moldova","2014","0","1"
"Moldova","2013","0","1"
"Moldova","2012","0","1"
"Moldova","2011","0","1"
"Moldova","2010","0.1","1"
"Moldova","2009","0.1","1"
"Moldova","2008","0.2","1"
"Moldova","2007","0.2","1"
"Moldova","2006","0.5","1"
"Moldova","2005","2.6","1"
"Moldova","2004","1.4","1"
"Moldova","2003","1","1"
"Moldova","2002","3","1"
"Moldova","2001","6.5","1"
"Moldova","2000","9.2","1"
"Moldova","1999","10.6","1"
"Moldova","1998","7.6","1"
"Moldova","1997","3.9","1"
"Mongolia","2018","0.1","173"
"Mongolia","2016","0.1","173"
"Mongolia","2014","0","173"
"Mongolia","2012","0.1","173"
"Mongolia","2011","0.1","173"
"Mongolia","2010","0.2","173"
"Mongolia","2007","0.3","173"
"Mongolia","2002","2.7","174"
"Mongolia","1998","8.6","175"
"Mongolia","1995","3.4","175"
"Montenegro","2018","1","176"
"Montenegro","2017","1.7","176"
"Montenegro","2016","1.5","176"
"Montenegro","2015","0.2","176"
"Montenegro","2014","0.4","176"
"Montenegro","2013","1","176"
"Montenegro","2012","1.2","176"
"Morocco","2013","0.3","177"
"Morocco","2006","0.8","178"
"Morocco","2000","1.7","177"
"Morocco","1998","1.9","178"
"Morocco","1990","0.7","178"
"Morocco","1984","3","179"
"Mozambique","2019","37.5","180"
"Mozambique","2014","29.4","180"
"Mozambique","2008","33","180"
"Mozambique","2002","41.8","181"
"Mozambique","1996","49.9","182"
"Myanmar","2017","0.3","183"
"Myanmar","2015","1.4","184"
"Namibia","2015","5.4","185"
"Namibia","2009","8.2","185"
"Namibia","2003","12.2","185"
"Nauru","2012","0.2","22"
"Nepal","2010","1.6","186"
"Nepal","2003","11.5","187"
"Nepal","1995","17.4","188"
"Netherlands","2020","0","18"
"Netherlands","2019","0","18"
"Netherlands","2018","0.1","18"
"Netherlands","2017","0.1","18"
"Netherlands","2016","0","18"
"Netherlands","2015","0","18"
"Netherlands","2014","0","18"
"Netherlands","2013","0","18"
"Netherlands","2012","0","18"
"Netherlands","2011","0.1","18"
"Netherlands","2010","0","18"
"Netherlands","2009","0.1","18"
"Netherlands","2008","0.1","18"
"Netherlands","2007","0","18"
"Netherlands","2006","0","18"
"Netherlands","2005","0.1","18"
"Netherlands","2004","0.1","18"
"Netherlands","1999","0.2","27"
"Netherlands","1993","0.7","27"
"Netherlands","1990","0.6","189"
"Netherlands","1987","0.2","189"
"Netherlands","1983","0.4","189"
"Nicaragua","2014","0.9","190"
"Nicaragua","2009","2.2","190"
"Nicaragua","2005","2.5","190"
"Nicaragua","2001","6.1","190"
"Nicaragua","1998","11.2","190"
"Nicaragua","1993","19","190"
"Niger","2018","15.5","30"
"Niger","2014","18.1","191"
"Niger","2011","19.2","191"
"Niger","2007","34.7","192"
"Niger","2005","40.9","193"
"Niger","1994","48.3","194"
"Niger","1992","40.3","195"
"Nigeria","2018","9","196"
"Nigeria","2015","9.4","197"
"Nigeria","2012","9.9","198"
"Nigeria","2010","10.3","199"
"Nigeria","2003","18.8","196"
"Nigeria","1996","27.9","200"
"Nigeria","1992","24.4","200"
"Nigeria","1985","18.4","201"
"North Macedonia","2019","1.1","176"
"North Macedonia","2018","1.2","176"
"North Macedonia","2017","1.8","176"
"North Macedonia","2016","1.7","176"
"North Macedonia","2015","2.2","176"
"North Macedonia","2014","2","176"
"North Macedonia","2013","1.9","176"
"North Macedonia","2012","2.9","176"
"North Macedonia","2011","4.2","176"
"North Macedonia","2010","6","176"
"North Macedonia","2009","4.3","176"
"Norway","2019","0.1","18"
"Norway","2018","0.2","18"
"Norway","2017","0.2","18"
"Norway","2016","0.2","18"
"Norway","2015","0.1","18"
"Norway","2014","0.1","18"
"Norway","2013","0.1","18"
"Norway","2012","0.1","18"
"Norway","2011","0.1","18"
"Norway","2010","0.1","18"
"Norway","2009","0","18"
